1
10000 20000
2 5401 5779
3 9992 7301
2 1983 9077
2 3637 350
3 7000 8820
3 3264 1641
1 9920 41
3 3887 2821
1 2354 18
3 8273 8200
2 6457 3600
1 9875 96
1 1631 91
3 1353 1914
1 5003 74
3 4758 8529
1 1810 77
1 9206 92
1 5 95
3 6996 3603
1 1613 86
2 7156 1608
3 5130 5999
1 4334 27
2 3227 7529
1 456 45
3 3656 9663
2 8109 5007
3 1735 2454
1 9931 16
3 7651 8635
1 8393 83
2 1612 3624
3 8665 9451
2 336 2677
2 920 2122
1 7380 84
2 119 238
2 8713 1972
1 2100 84
2 7460 8391
2 8694 1226
3 1536 2837
3 6728 7853
1 6907 73
3 8397 5460
1 781 57
1 1793 80
3 614 674
2 5501 6959
2 6189 4418
1 1300 62
3 6031 7351
3 174 430
3 7415 2403
1 7167 35
2 4779 609
3 8003 5141
2 1465 5754
2 3250 7607
2 5775 147
1 3108 41
1 6231 85
3 5566 916
2 7450 4682
3 7523 4717
3 9407 5848
2 3134 3850
2 5175 1666
3 4242 4915
3 266 7041
2 3412 82
2 9669 7967
1 1377 79
2 6368 7334
3 9159 1208
3 5452 6966
2 6002 99
1 4005 42
2 5838 5867
3 7591 6132
2 3138 9544
1 7355 96
3 750 1544
3 2666 7911
1 168 14
3 3281 5225
3 6793 7578
3 507 5620
2 5887 7810
2 2533 5400
3 9867 4890
1 2748 86
2 8074 5388
2 2396 4405
1 3320 50
1 8850 64
3 9444 6444
3 5721 3303
1 8619 75
1 7154 95
1 5230 47
3 8495 4278
3 2558 2351
1 2292 62
3 8031 8796
2 4024 8412
1 5923 87
2 7682 9927
1 7863 46
1 4239 20
2 7346 2697
3 2561 7544
2 2413 6453
1 4933 3
3 6351 8998
3 8718 9373
3 735 8260
1 7574 47
2 3663 7091
2 7318 463
1 2553 44
2 1415 6721
3 1709 5485
2 4354 5840
3 8095 2190
1 2147 83
3 4283 7994
2 9437 3541
3 4517 3556
2 5850 873
1 3574 32
1 2970 63
3 890 5744
2 7968 6449
3 6012 4544
2 9406 7879
3 2171 2161
2 9548 1597
1 5405 17
1 4046 81
2 2256 1847
3 9991 2110
3 797 9351
1 513 87
3 5569 3329
2 2592 2734
3 4170 1257
1 1006 43
1 2893 6
1 104 76
3 5520 7310
2 4735 3652
3 1634 800
3 4276 4239
2 3366 9808
2 3352 2399
1 2859 14
3 7591 9364
3 5564 1622
1 4094 48
2 2048 8770
3 2645 9856
1 3954 2
2 111 5764
1 8177 35
3 1241 5185
3 5732 2751
3 1479 342
3 4382 5905
3 7305 5553
1 2224 32
2 9623 6596
2 1263 4650
2 55 4760
1 326 33
2 5923 4539
1 4840 10
1 8853 70
2 4945 8834
1 6611 92
3 939 4123
3 3858 97
1 9212 80
2 4544 7766
3 922 4499
1 3018 29
1 8900 72
2 3267 9006
3 9754 3950
2 5793 9795
2 88 733
3 8334 943
2 9527 7575
3 9017 2118
3 5970 3039
3 3517 5820
3 1955 5645
2 662 5263
2 3822 5017
3 5816 7161
2 6651 7249
3 5256 5582
3 6661 5109
2 9424 477
2 9953 2799
3 1331 6315
3 5834 8269
1 1708 19
3 2411 5456
3 6856 1271
3 4742 4273
2 9713 5880
2 5626 2540
2 5465 1964
1 737 72
3 5120 9598
3 4990 1784
3 504 6403
3 1280 5166
3 3425 2021
3 6378 3114
2 9283 2827
2 7769 4804
2 7716 269
1 2372 90
3 4064 5512
2 2655 6853
2 9515 7356
1 4586 56
1 8978 6
3 827 4789
3 6671 4071
2 8395 8191
1 8686 58
3 8885 6748
3 3379 7163
2 3822 9818
1 6697 47
2 1028 7341
1 1509 25
3 6043 125
1 5025 73
1 3600 82
1 3176 95
2 6328 9436
3 8953 2814
3 3442 6635
2 8431 9034
1 5556 26
1 713 10
1 3367 52
3 3436 4007
2 4388 2489
2 9883 2936
1 8513 35
3 2136 920
1 3900 97
3 7982 9143
1 7199 96
1 9738 51
2 8857 6336
3 5486 9771
2 1613 511
1 8375 33
2 3853 4380
1 1462 59
3 4681 6665
3 4488 4646
1 6061 27
2 2230 4845
1 8029 68
2 7889 5538
2 8363 7150
2 4030 9135
2 8984 2988
3 9553 7199
2 7393 1879
2 9594 2718
1 5310 37
1 885 1
3 8650 3343
1 2303 32
3 8586 5946
3 5302 6327
1 8513 61
3 6601 1214
3 3659 4959
1 8149 28
3 5748 5489
3 6608 6743
2 5016 5392
2 7124 476
1 5897 20
1 6545 67
1 6131 0
2 4873 2428
3 8043 6086
2 9444 3467
3 3563 9214
1 8245 25
2 8516 7189
3 6648 4313
2 8715 5433
1 6384 26
3 7418 9304
2 9771 4176
2 9689 8571
1 9267 64
2 3992 1576
1 5177 59
1 5481 21
3 9375 3168
2 9603 8234
1 4858 95
1 4825 49
2 6482 8500
3 7442 4540
1 3568 38
1 2403 53
1 2797 81
2 7436 4328
2 5578 55
1 7235 35
1 9873 25
2 5968 1905
2 6266 8387
1 6473 90
1 7590 85
2 3894 7071
3 9230 9904
3 2571 7339
2 6080 9268
2 9108 3
2 4017 1329
1 6396 89
1 6786 90
2 4044 3355
1 9386 34
1 1498 29
2 3771 9315
1 403 69
2 8696 4317
2 3377 3425
3 418 3793
3 8710 382
3 5259 4625
3 3842 8668
1 2891 55
1 8036 86
1 4305 39
2 8097 8474
3 5244 7170
2 8010 6898
2 7131 7315
2 7580 2376
1 4468 28
3 1094 7828
2 7513 8784
3 3772 6222
3 6468 862
2 4831 5310
2 5078 6905
3 5994 4914
1 653 33
2 8467 5976
3 3333 356
1 4236 22
2 3684 8962
1 1415 45
1 9950 90
3 9441 6735
1 9142 63
3 9456 4158
1 8417 48
2 3156 9309
3 7390 2641
2 9259 1815
1 1357 6
2 138 3444
2 7542 6286
3 2160 5726
3 8438 6589
3 1621 2396
1 5848 68
1 589 60
3 7732 6941
1 4415 58
1 6850 86
2 8875 4346
2 6600 8239
3 2581 6750
1 2465 95
2 2527 3160
2 3914 9228
3 6144 8140
1 289 82
2 4566 9130
1 4676 62
1 8756 9
2 4152 3894
3 780 2826
3 3133 8122
1 1683 73
1 7281 62
2 3848 3409
1 7932 82
2 8058 2008
3 7535 5270
1 2649 19
1 7758 1
1 2300 73
2 296 3494
1 6210 56
3 4329 8034
1 354 27
3 818 9363
3 7179 3772
3 9020 7658
2 2929 5229
2 4131 830
2 2874 5404
3 794 5699
2 3188 9608
2 6228 288
1 6058 84
2 9302 7785
2 3161 1315
1 7615 78
1 3447 66
3 2137 97
1 4300 89
1 5475 4
1 2769 12
3 3892 5882
1 4367 55
1 8733 0
1 3639 60
1 258 91
2 580 8529
1 812 96
2 3348 1655
3 5549 8211
1 8194 52
3 2716 1366
3 3215 6973
3 7032 3474
2 4986 2934
1 3280 6
1 9515 12
2 1186 2605
2 5906 5952
1 5790 95
3 7752 4005
1 2096 60
2 1252 6286
3 6060 9670
3 5287 1007
2 4797 1613
2 9970 4526
2 7318 2063
2 1683 7968
2 406 1563
1 2612 86
2 9042 3579
1 917 13
1 6341 10
2 128 2527
1 268 82
1 2666 12
3 2699 7314
3 5041 8996
1 2952 85
2 5831 6740
2 8683 2134
2 4607 3299
3 6817 7209
1 7245 98
2 636 5671
2 7838 1335
1 3707 63
3 3353 5426
3 5109 5112
2 4779 7294
3 6467 2328
1 9868 84
2 8180 103
2 5515 1501
1 8812 75
2 8912 6326
3 6091 5889
2 6935 9241
1 8582 73
3 8719 1832
2 7403 4650
1 1567 71
2 1391 914
1 9012 66
1 5739 82
2 169 7067
3 1242 9509
1 728 98
2 5934 5921
3 632 4639
2 6271 8393
3 590 9316
1 3174 93
3 9549 9773
2 8756 2907
2 6451 9428
1 6704 70
1 7139 78
2 5880 2005
3 8434 2636
2 2818 5259
3 5500 2200
2 3620 393
3 2654 9941
2 4467 5048
3 4436 1498
3 4176 8320
2 3424 5051
2 5466 7282
2 3429 5715
3 2381 8533
3 9726 384
1 626 36
2 6454 6657
3 6295 7475
3 5395 8263
3 7569 2438
3 6764 5861
3 2029 7678
1 8491 49
2 1906 9839
2 3421 5916
3 3486 5004
1 8812 43
3 4343 456
1 9420 40
2 5788 3419
2 3755 6534
3 420 4914
3 719 563
1 3092 83
1 3484 28
3 5261 5726
2 6897 6021
2 5188 6715
2 7306 2855
1 5739 85
2 503 8749
2 5532 5521
3 4591 2591
1 7123 54
3 1109 9654
1 3474 29
2 9706 1810
2 7492 3350
3 5733 7007
1 1833 74
3 36 1547
1 1524 80
3 8440 1669
2 660 2775
2 5348 235
2 8628 6316
3 3984 6021
3 1713 3512
3 9805 5596
2 3455 1771
1 200 46
2 3139 4938
2 2404 3377
3 7906 4037
2 5434 5736
3 6262 715
2 8356 1051
2 8612 2763
3 8568 8919
2 9179 2373
3 834 4471
2 7684 3962
2 4315 6365
1 6426 14
3 3688 6055
1 43 47
1 1984 21
1 91 16
3 5176 6907
2 6982 6085
3 6910 6919
1 7293 94
2 4369 5268
2 7120 4234
1 3864 58
3 9134 5621
3 5075 942
1 6577 17
2 8171 7786
2 9547 1119
2 3296 8028
2 1515 3022
2 3695 7390
3 4943 862
3 460 1120
3 2032 6605
2 8624 8031
3 8592 6448
1 8386 97
2 2110 517
1 6676 57
2 4325 1678
1 9341 43
2 6983 6666
2 8356 7126
1 5130 0
3 1619 485
1 4647 77
3 1347 2325
1 4507 0
3 6725 543
1 2797 75
2 5000 1063
3 6213 4397
2 4640 9104
2 4186 9457
2 6688 1075
1 4555 72
3 554 2598
1 7070 7
2 2379 5974
2 7362 7149
2 374 8500
3 5109 4712
3 6510 5703
2 1388 6240
2 1775 9280
2 2645 2852
3 5295 3405
2 268 965
1 3600 30
2 7736 704
2 7959 7429
1 8803 96
2 3983 5399
3 1472 3139
2 8418 4913
2 2789 3909
3 4764 9203
1 5588 86
1 4417 59
3 2005 2288
1 750 2
1 464 98
1 3447 6
2 9322 352
1 7782 23
3 9957 4261
1 1775 40
3 5330 4711
2 5683 6922
2 5731 8926
3 2834 3280
3 7365 5779
2 786 3837
2 5957 3158
2 4266 6333
2 7487 2641
3 968 8582
1 6441 3
1 8209 61
3 4272 8028
2 8673 861
2 9672 8225
1 1980 67
2 3991 4966
2 9118 5583
1 2038 63
1 5364 70
1 4234 53
1 5819 97
2 2564 5877
3 5707 902
3 2129 573
3 682 6140
1 8056 22
1 5410 20
2 5904 4963
2 9480 8833
2 5284 8938
1 2668 50
2 3363 6199
1 5355 53
1 5495 4
2 8833 7418
2 9670 6840
3 1824 4513
1 2951 60
3 6719 6247
1 4871 67
3 7609 9233
3 9855 8948
1 7726 29
3 6057 8410
3 4709 7242
2 9499 6911
2 7123 8734
3 346 4647
2 4882 7717
1 2524 50
2 6910 2293
1 8850 2
2 7695 9180
1 2176 93
3 4278 6297
1 6623 31
2 1977 9270
3 6934 5967
2 5010 7200
2 5685 1803
3 594 8712
3 4736 7914
2 4176 1960
3 8669 2754
3 7923 3383
2 4418 4914
3 4175 3242
2 9018 175
1 8062 53
2 9359 3573
1 4047 98
2 8131 5254
3 3513 9429
3 8075 4450
2 7873 8724
2 6671 3142
2 1264 3668
1 9457 76
1 294 8
2 7388 6901
1 3791 20
3 5517 8981
2 26 2493
2 6495 568
2 2069 4792
1 6709 77
1 425 99
3 7415 554
1 9630 56
3 1635 8301
2 5790 7221
1 783 9
1 9537 35
2 3390 5609
1 2969 96
2 8775 1407
2 7147 5358
1 8041 37
3 6613 2881
2 8879 867
2 4396 6656
2 4412 7118
3 9759 1153
2 7599 894
3 6006 790
1 8302 56
2 217 3062
1 7830 6
2 4598 1564
3 9802 442
1 9569 6
3 385 1952
3 6551 1711
1 5439 82
3 5423 8019
2 3045 3575
3 8424 3791
2 9161 449
2 5373 1398
2 817 7552
2 7127 858
1 1488 92
2 6528 496
2 4115 8678
3 2595 4101
3 8216 3497
2 9753 1920
2 4351 7432
2 3899 9156
3 1363 9972
3 9267 3451
1 5650 59
1 8507 56
3 1215 4185
1 6371 33
3 1471 1347
3 534 1099
2 3388 1801
1 8616 41
3 4093 7062
1 1671 43
1 3197 55
2 5561 9500
1 6710 61
1 7496 92
2 1423 7222
1 9480 1
1 7718 99
1 7544 80
1 3422 69
3 5831 7323
3 3341 5830
1 6169 45
3 4573 7204
3 8937 5596
1 9844 78
1 379 19
1 2882 11
2 3304 7155
1 8208 46
3 7003 1107
3 3238 799
2 3217 7897
3 6342 8821
1 9648 32
3 2475 7836
1 8238 90
1 9089 60
3 4026 4325
3 5677 7771
2 8308 1125
1 2271 61
3 397 7579
2 3922 272
3 1002 3157
3 30 1983
3 8780 3973
3 1553 3234
2 3800 7259
1 3147 53
3 583 3947
2 5423 8560
2 4709 8956
3 4595 9229
2 6949 6582
2 3412 6612
2 4062 5391
2 7819 3296
2 2597 7095
3 1699 6648
2 4924 3583
1 5929 73
3 4337 65
1 844 78
3 6244 7959
3 8665 7723
1 7438 19
3 4148 5954
2 2109 4902
1 7503 79
3 890 4228
3 5693 3501
3 1760 7838
2 6781 1168
3 1031 7411
3 8214 2427
3 8360 1846
3 248 5994
1 7304 79
1 1210 9
1 2695 86
2 8199 1067
2 8766 2826
3 9398 9607
3 7391 6989
2 3343 5202
3 7017 9913
1 3945 74
1 7137 89
3 5606 3300
3 7575 2639
3 3771 837
3 9819 9602
2 3705 5351
1 3846 8
3 3924 6084
2 1516 9453
2 954 8279
2 2737 4868
1 4891 21
2 6991 8047
2 383 8169
2 4841 7988
1 3734 75
3 5366 9504
3 5595 3427
1 2622 77
3 9072 2248
3 7278 4985
1 952 74
3 8171 7300
1 6742 56
1 5164 78
2 406 3702
3 4984 9067
2 8655 1013
2 4762 4742
1 8335 19
3 509 7443
3 9212 8517
1 4645 91
3 1019 7295
3 9114 4825
2 1548 5231
3 8377 214
2 8357 8869
2 4468 9982
1 115 72
1 838 25
1 720 13
2 164 3816
2 8761 4834
2 7743 299
2 1951 8198
1 3684 59
2 3187 7635
2 3879 2102
2 9312 3975
3 4910 1852
1 6354 1
3 2211 880
2 3159 5992
1 3793 52
1 3897 18
2 5468 8249
1 2273 81
2 6764 5313
3 3179 976
2 6246 2237
1 7118 73
1 3236 77
2 8898 4611
3 6851 2363
3 7806 9534
1 7862 58
1 113 89
3 5102 4797
1 3718 67
2 5408 4220
1 9928 50
2 6811 2823
3 5102 1720
3 9384 4922
2 3753 9080
2 6510 6038
1 3587 62
2 9954 2881
3 4058 6148
3 5490 7908
1 8185 57
1 6168 67
1 3961 25
1 7770 98
2 7683 7761
2 8551 4270
2 4420 1784
1 9681 20
2 7019 2147
2 42 3988
2 7285 9497
3 7925 1564
1 1232 87
1 153 21
3 5729 8374
1 28 63
1 1948 87
1 8977 41
1 7061 24
1 3081 54
3 3544 3064
3 6190 988
3 8360 8727
1 9966 50
1 6015 0
3 5464 4992
2 8295 531
3 5614 1772
3 4669 1596
2 8574 2502
2 6466 6045
2 3854 8587
3 2805 6946
3 9748 5748
3 1031 9001
3 7038 4464
1 914 20
2 3299 1075
2 2643 5743
2 7725 668
2 8585 7133
2 2508 986
3 3770 142
1 8766 58
1 1047 95
3 760 661
2 7468 6982
2 4705 280
2 3714 9274
2 671 6998
3 129 5582
2 1983 4441
1 7779 75
1 4293 13
3 1999 3716
3 6837 828
1 4200 88
2 7251 9351
1 9913 39
1 7525 70
3 2321 6567
1 1744 3
3 3825 3676
3 9739 6189
3 1894 4540
2 7672 7728
3 462 216
3 6586 3819
2 2988 3258
2 5016 6980
3 394 9300
3 1353 56
3 6752 232
3 3066 9970
2 1348 8215
2 9697 5886
1 1031 25
2 5400 9284
1 6568 76
1 5715 69
3 8301 4032
2 6598 5384
3 6148 8488
2 9373 7905
1 3422 37
3 5443 5300
2 3474 6877
2 8073 8629
1 3117 89
1 5971 15
2 9521 7479
3 178 4077
2 7241 6576
3 4536 5948
1 1660 50
2 6333 2879
1 8760 98
2 7164 777
2 3213 3619
2 7884 8134
2 6194 4007
2 4888 4184
3 5317 1424
3 4233 2311
1 7136 56
2 6180 6794
3 6606 3544
2 261 708
1 2975 91
1 4396 83
2 2449 4349
2 7645 9236
3 3269 4552
3 1820 5136
2 6318 8892
1 9936 52
1 8025 65
3 6935 4641
3 7932 7184
1 2845 47
3 1649 7068
2 4756 1064
3 8398 685
1 8946 14
2 3543 8822
3 4084 7074
3 7770 6491
2 5000 9777
1 1949 87
1 8088 95
2 7506 8255
1 4560 15
1 1255 12
2 1713 7574
2 4048 7468
2 1626 7904
3 3330 5673
2 9413 7024
3 137 6312
2 4396 3807
2 9625 7664
2 5570 2231
2 5282 3095
1 5370 77
3 8577 8854
3 3002 6831
3 4499 160
3 8839 9572
1 7707 53
1 5181 28
1 5510 10
3 2595 8353
2 4992 3634
2 5148 9311
1 1844 80
1 8504 81
3 2933 8091
2 761 6929
2 5613 6234
1 309 78
2 7152 9625
3 8839 8571
1 1143 56
2 6120 1414
3 4290 6994
1 4245 11
1 3838 64
3 1880 520
1 4777 14
3 4162 1963
2 3315 5466
1 6155 50
3 9187 3412
1 3044 7
1 8401 38
3 160 1484
1 4461 72
1 6666 23
1 6056 6
3 524 7207
3 5606 6873
2 313 2123
3 9941 1309
1 1081 82
3 6790 7106
1 9157 38
1 7776 13
2 400 4266
1 8912 4
3 2046 6647
1 5293 0
1 9802 72
1 5122 48
3 3736 1044
1 644 53
2 5496 8923
2 4769 4788
3 3394 5187
3 546 3344
1 7548 43
1 3283 99
1 4379 27
2 1527 5314
3 1939 9049
1 4729 65
1 9712 49
3 3304 3370
2 2747 6763
3 9159 3661
2 8990 4404
2 8172 5255
2 9606 382
1 7975 55
2 1867 199
3 1172 6964
1 7245 9
2 723 1668
1 1794 22
1 2399 60
3 8743 5266
2 2565 3437
1 5351 31
2 9964 2998
2 162 1216
1 2132 8
2 1761 7049
2 2713 7771
2 683 2045
2 8119 8706
1 6164 62
3 4714 6364
3 5467 7795
2 2953 4110
3 5052 4272
1 6669 95
3 256 1792
3 7880 4504
2 7171 1538
2 3580 9656
2 9913 8870
1 3329 9
2 2896 5401
2 7324 4706
1 4975 1
3 2447 7104
3 2531 7359
2 9663 1590
3 918 8761
2 4218 8692
2 2574 8604
2 8378 6466
3 544 5713
1 3861 8
3 3631 6842
1 1324 23
3 9400 8170
2 2267 4184
3 5989 5102
1 2564 0
3 8869 4596
3 5358 2973
2 1781 9869
2 3605 3077
2 6486 6707
3 9123 1382
1 4744 15
2 8667 5751
1 7947 6
1 1122 59
3 2704 4560
3 2855 6269
3 9472 8049
2 8153 1654
2 6222 8139
2 7484 3614
1 50 32
1 83 2
2 8708 1201
3 9415 1412
2 2143 4115
1 815 66
2 6116 2793
2 8984 945
3 4929 3518
1 5859 78
1 4169 14
2 8182 4839
1 5310 99
2 5508 9312
1 1449 6
2 3217 3625
3 3795 9740
3 2421 5076
2 9053 4
1 72 74
1 1896 9
3 4825 6430
2 2234 4229
2 3547 6088
2 9920 1346
1 1950 11
1 3281 71
1 4083 76
1 436 76
1 3976 46
1 1065 15
1 4915 73
1 7191 68
1 4804 61
2 8967 7194
1 446 28
3 116 9929
2 3595 8857
2 2148 4385
3 705 6383
1 2431 94
1 4709 31
2 1099 3592
2 5197 2954
3 9031 8272
2 6913 7352
1 5178 56
1 6631 58
1 5987 92
3 8411 6617
2 9686 9811
3 4927 3743
2 5311 1193
1 2269 70
3 8104 1771
3 6683 8684
3 5567 4392
3 7082 3602
3 7454 9795
3 2210 4557
1 7218 99
1 5044 40
1 4628 51
2 6007 3901
3 415 2004
1 2041 93
3 3125 605
3 6974 7686
3 4589 5139
1 6800 63
2 1907 3400
2 1861 6440
3 1909 7343
2 9501 3350
3 3482 3764
3 1937 3210
3 9075 6334
3 604 9659
2 5734 4247
1 7185 62
3 5547 4269
1 5870 72
1 2760 65
2 341 242
2 664 75
1 9741 93
3 3059 1085
2 3731 1688
2 2089 3774
2 5586 3488
2 9134 9034
3 2433 1006
2 8523 4923
2 1955 5263
1 2555 88
2 8338 7972
1 285 95
2 3939 7464
1 3270 39
3 2140 1490
2 254 6975
1 1041 34
1 8058 48
2 9452 9883
2 1649 1323
2 3920 6012
2 4553 807
2 2623 1097
3 2381 189
3 8615 2328
1 8036 84
1 4758 39
1 1436 99
3 5183 1220
2 7833 2868
1 8239 59
1 6414 9
3 4993 6666
1 99 38
2 5438 4012
2 3277 5996
1 8808 90
1 6626 9
3 810 5121
3 5544 2953
3 1600 2064
3 20 425
1 5364 46
2 9570 856
1 3259 32
1 3870 22
3 98 363
2 6140 2673
1 1891 49
3 9330 1729
1 5765 77
1 9569 14
2 7095 5298
2 1892 4867
1 1293 85
1 5243 43
1 3031 48
3 1540 2214
1 1076 17
1 8346 67
1 1375 69
2 8588 4736
3 1431 1831
1 6394 41
2 1508 8512
2 9618 1155
1 6068 99
2 745 4594
3 6866 5711
3 2820 7878
3 502 400
3 7864 8987
3 1276 6769
2 9986 2810
3 9913 4317
3 7491 286
1 8739 92
2 1617 7382
3 7106 4248
1 7742 57
2 2254 3921
1 6979 70
2 2824 9411
2 8658 9396
1 9654 17
3 1689 3151
1 2575 13
1 3418 44
2 870 6564
2 8857 1674
2 1073 3927
1 8026 88
1 125 42
3 6365 3282
1 2673 0
1 7600 53
2 5992 5854
2 3819 798
3 9027 8019
1 5821 34
2 4061 652
3 7207 4340
1 2319 87
2 9179 8698
3 9266 1651
2 1365 2804
1 2457 61
1 9421 52
2 2254 7991
2 7719 2825
3 1208 3237
2 4976 443
3 7841 5282
3 5330 4461
1 9546 0
2 7422 1443
1 3320 30
3 4045 1409
3 609 14
2 1543 4084
1 4584 2
1 2734 14
2 6017 4460
2 3853 6141
1 4933 37
1 5237 72
2 8611 6997
1 9495 94
2 2543 8002
2 8333 9544
1 7847 99
3 1504 8464
2 6502 4481
1 6462 28
2 5169 1422
1 6138 37
2 2597 7656
3 9615 8750
3 8042 7644
3 6482 2328
3 5357 1980
3 5876 3483
2 3013 9984
3 961 6764
2 5049 8284
1 9143 29
1 199 24
2 8469 3184
1 4917 52
2 8991 4058
1 1833 22
2 7253 1641
2 647 4653
2 4872 5613
1 6062 33
3 6816 8391
2 2544 1168
1 6820 25
2 762 1188
1 6619 87
3 8046 8853
2 4831 6105
3 7802 3103
2 756 7975
2 6826 4460
1 3458 30
1 2691 55
1 6973 53
2 9235 6857
3 1592 96
3 4358 4494
2 2890 5676
1 3430 61
3 4238 585
1 4070 74
2 2125 1292
1 6561 69
1 5173 28
2 9728 4188
1 3805 13
1 6514 80
1 466 0
3 6077 8791
1 4586 6
1 9807 11
3 4427 2531
2 5017 3200
2 5777 3581
3 2631 3308
1 9216 45
3 1908 2653
3 2911 4005
1 4017 40
1 4482 48
3 5893 4503
2 6746 8929
2 8891 3946
2 7887 9722
3 5484 8704
1 6546 66
3 1181 9656
1 6862 34
3 4066 1211
3 5339 11
3 9640 5903
3 4346 9000
2 5231 4243
3 5668 2129
3 9684 7612
1 5967 59
1 1972 6
2 5907 6698
3 2512 7115
2 1901 2454
3 4329 2093
1 8514 58
1 6696 68
1 5096 76
2 8205 6075
3 9137 9434
2 522 2741
3 7914 4999
1 6935 22
1 8062 42
2 5624 6442
2 5408 4052
2 4191 3873
1 197 15
2 8721 8053
2 7838 3542
1 3763 36
3 9999 8328
2 8509 2550
1 9776 33
3 2212 2620
2 2382 8027
1 679 41
2 2673 2136
3 44 856
1 4936 88
3 6367 9582
3 4690 5932
1 9421 10
2 5193 8574
1 8761 88
2 6579 5871
3 2720 7564
3 2733 237
3 8946 280
3 3211 120
3 3722 2838
3 4646 7527
3 3898 1889
1 5073 2
3 3551 7922
3 7671 4500
3 9816 7219
3 530 9951
3 9730 8896
1 3990 37
2 7591 8532
2 8626 3177
3 1944 3426
2 9702 1828
1 7780 84
1 8834 57
3 601 9216
3 3855 6097
2 50 2179
3 6523 8316
2 9468 5907
3 8898 884
1 1237 57
3 3755 8880
2 2385 7616
2 8937 6173
3 6340 3125
2 4609 6980
3 5533 3381
1 436 52
3 9982 9370
3 3143 4619
3 9480 9529
1 7115 93
2 3536 2020
1 5613 59
3 8632 3647
3 9624 4607
3 6712 140
3 2330 5492
1 8253 62
3 2455 4967
3 5881 4446
2 2134 6392
1 7571 64
2 12 9487
1 925 35
2 32 445
3 1759 3508
1 6968 17
2 4579 8452
2 8014 906
3 6068 3138
2 3649 5271
3 865 2536
2 100 8899
1 6259 93
3 9534 6917
2 681 5027
3 8318 4596
2 1447 5527
2 2752 3540
3 2671 9607
2 9740 3256
1 4557 47
1 2022 86
2 5811 9917
3 5857 9451
3 2700 6483
2 6698 4800
3 2884 2598
1 4233 73
2 5768 4372
2 800 4111
2 7455 7311
2 2996 249
1 7887 87
2 1466 8268
2 2412 7319
1 7529 35
1 1369 55
2 4102 3476
2 88 9244
1 8202 31
2 7231 201
2 2901 9549
2 5495 3336
2 8005 1153
2 6317 3564
3 1111 8300
2 7056 9955
1 2354 50
3 8547 496
3 3161 2527
1 5135 89
1 1106 76
1 5178 63
3 7362 5211
1 3794 25
3 361 5341
2 7710 8749
3 4662 699
1 6946 41
1 5838 11
3 3529 3347
2 2499 6676
1 4558 15
1 3027 68
1 1646 74
3 8796 90
1 3624 67
1 9046 93
2 8181 6606
1 4605 61
3 6622 7598
2 6389 6448
3 1517 7463
1 7741 51
1 4339 48
2 9524 7705
2 2992 4072
2 5208 4317
2 8123 8849
3 6634 1811
2 254 8432
3 3572 4820
3 3566 2689
2 8902 6540
3 589 640
1 5863 57
1 6602 14
3 4575 4714
3 8099 9188
3 8228 5821
2 1886 4220
2 6705 8814
1 4188 92
1 1571 83
2 2923 9961
2 5790 5313
1 6708 95
1 7379 60
2 5549 9175
3 7721 2629
1 745 46
3 2496 7571
3 8410 3315
3 3225 5599
2 8628 4873
1 6418 88
1 7809 15
3 9617 5022
2 8617 6922
3 5845 4642
3 5497 1140
2 2073 3635
2 1110 2044
1 6444 71
3 4994 248
2 9876 2636
3 6422 7703
3 6759 7319
3 979 5936
2 725 8132
1 5758 98
2 6339 2053
2 3501 9514
3 3978 9586
3 52 931
2 3703 807
2 8016 3580
3 989 339
1 2817 82
3 3898 8393
3 9806 1491
3 6854 4182
1 5690 88
1 1674 18
2 16 8063
1 1826 12
2 3596 6132
2 1230 7120
2 2534 2454
1 1246 24
2 7847 2509
2 5900 5714
3 6006 5954
3 5625 5272
2 1181 1640
2 7667 5304
1 9119 59
3 8536 6480
2 2450 5365
1 5406 31
2 358 5687
3 8174 1587
2 2876 7592
3 5259 3216
3 5652 748
3 460 8414
1 1210 83
1 8261 90
1 3323 69
3 5355 1092
2 9390 7801
2 8637 2327
2 9949 5202
3 7215 460
1 7945 4
1 7734 84
1 4920 68
3 2603 7800
1 5157 67
3 8498 7175
1 2504 68
1 7096 25
1 7799 20
1 3148 6
1 2451 59
1 4281 11
2 8277 5676
2 7767 8278
2 1869 7497
3 3031 5995
2 1636 4315
2 1690 5440
2 422 12
3 4355 2918
1 1152 98
1 1884 53
1 7505 81
1 6063 17
2 2506 9203
2 3614 8585
3 8248 220
1 382 97
1 2381 3
1 9540 8
1 840 32
3 7880 6441
3 4281 874
1 4869 57
1 6919 62
2 3617 9266
1 8771 64
3 1027 9663
3 3680 7266
2 6344 4526
1 6161 76
1 9744 89
2 8994 8670
1 9477 13
1 9287 18
1 8356 78
1 5013 21
3 237 5601
2 5761 9281
1 3858 71
2 2619 6605
3 3406 9594
2 6986 8588
3 1439 3153
1 2379 86
2 3235 201
3 9400 3175
3 3077 9763
2 2769 5524
3 9725 8195
3 7559 7165
2 1903 571
1 8395 35
1 9637 38
3 6820 8032
3 6394 7618
3 377 3369
2 2583 2797
1 2643 40
3 6531 1642
3 4648 9200
3 9370 1103
1 31 84
2 2939 6128
3 1697 9299
2 1077 5692
2 7010 2421
2 2469 1355
2 7691 4447
3 4787 977
3 6430 1976
1 5061 36
2 966 5029
1 6435 1
2 5583 2367
